"","Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","RANK","PERCENT_RANK","Scaled_Value","24_hour_mean","Diff_24_hour_mean","Percent difference from daily mean","date","Flow","Season","Flow Category"
"26","G381",2012-07-12,0,12,"Jul",12,10.05,2012,10,3,1,0.125,0.705882352941177,14.5,-2.5,-17.2413793103448,2012-07-12 10:03:00,15.69,"Wet Season","1-100 (cfs)"
"27","G381",2012-07-12,0,15,"Jul",12,13.05,2012,13,3,5,0.75,0.882352941176471,14.5,0.5,3.44827586206897,2012-07-12 13:03:00,5.21,"Wet Season","1-100 (cfs)"
"28","G381",2012-07-12,0,15,"Jul",12,13.05,2012,13,3,5,0.75,0.882352941176471,14.5,0.5,3.44827586206897,2012-07-12 13:02:47,5.21,"Wet Season","1-100 (cfs)"
"29","G381",2012-07-12,3,16,"Jul",12,16.05,2012,16,3,7,0.875,0.941176470588235,14.5,1.5,10.3448275862069,2012-07-12 16:03:00,5.08,"Wet Season","1-100 (cfs)"
"30","G381",2012-07-12,0,17,"Jul",12,19.05,2012,19,3,8,1,1,14.5,2.5,17.2413793103448,2012-07-12 19:03:00,4.74,"Wet Season","1-100 (cfs)"
"31","G381",2012-07-12,1,15,"Jul",12,22.05,2012,22,3,6,0.75,0.882352941176471,14.5,0.5,3.44827586206897,2012-07-12 22:03:00,4.89,"Wet Season","1-100 (cfs)"
"32","G381",2012-07-13,0,17,"Jul",13,1.05,2012,1,3,7,0.875,0.944444444444444,15.125,1.875,12.396694214876,2012-07-13 01:03:00,383.7,"Wet Season","250-500 (cfs)"
"33","G381",2012-07-13,-2,13,"Jul",13,4.05,2012,4,3,1,0.125,0.722222222222222,15.125,-2.125,-14.0495867768595,2012-07-13 04:03:00,17.08,"Wet Season","1-100 (cfs)"
"34","G381",2012-07-13,-2,13,"Jul",13,4.05,2012,4,3,1,0.125,0.722222222222222,15.125,-2.125,-14.0495867768595,2012-07-13 04:02:55,17.33,"Wet Season","1-100 (cfs)"
"35","G381",2012-07-13,2,14,"Jul",13,7.05,2012,7,3,2,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-13 07:03:00,13.97,"Wet Season","1-100 (cfs)"
"36","G381",2012-07-13,0,14,"Jul",13,10.05,2012,10,3,3,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-13 10:03:00,14.32,"Wet Season","1-100 (cfs)"
"37","G381",2012-07-13,0,14,"Jul",13,10.05,2012,10,3,3,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-13 10:03:20,14.38,"Wet Season","1-100 (cfs)"
"38","G381",2012-07-13,0,16,"Jul",13,13.05,2012,13,3,6,0.75,0.888888888888889,15.125,0.875,5.78512396694215,2012-07-13 13:03:00,15.07,"Wet Season","1-100 (cfs)"
"39","G381",2012-07-13,1,18,"Jul",13,16.05,2012,16,3,8,1,1,15.125,2.875,19.0082644628099,2012-07-13 16:03:00,14.02,"Wet Season","1-100 (cfs)"
"40","G381",2012-07-13,0,15,"Jul",13,19.05,2012,19,3,5,0.625,0.833333333333333,15.125,-0.125,-0.826446280991736,2012-07-13 19:03:00,13.26,"Wet Season","1-100 (cfs)"
"41","G381",2012-07-13,0,14,"Jul",13,22.05,2012,22,3,4,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-13 22:03:00,419.27,"Wet Season","250-500 (cfs)"
"42","G381",2012-07-13,0,14,"Jul",13,22.05,2012,22,3,4,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-13 22:02:45,412.12,"Wet Season","250-500 (cfs)"
"43","G381",2012-07-14,0,14,"Jul",14,1.05,2012,1,3,3,0.5,0.875,14.5,-0.5,-3.44827586206897,2012-07-14 01:03:00,337.48,"Wet Season","250-500 (cfs)"
"44","G381",2012-07-14,1,13,"Jul",14,4.05,2012,4,3,1,0.25,0.8125,14.5,-1.5,-10.3448275862069,2012-07-14 04:03:00,4.5,"Wet Season","1-100 (cfs)"
"45","G381",2012-07-14,0,15,"Jul",14,7.05,2012,7,3,5,0.75,0.9375,14.5,0.5,3.44827586206897,2012-07-14 07:03:00,4.61,"Wet Season","1-100 (cfs)"
"46","G381",2012-07-14,0,16,"Jul",14,10.05,2012,10,3,7,1,1,14.5,1.5,10.3448275862069,2012-07-14 10:03:00,4.89,"Wet Season","1-100 (cfs)"
"47","G381",2012-07-14,0,16,"Jul",14,13.05,2012,13,3,8,1,1,14.5,1.5,10.3448275862069,2012-07-14 13:03:00,3.03,"Wet Season","1-100 (cfs)"
"48","G381",2012-07-14,1,14,"Jul",14,16.05,2012,16,3,4,0.5,0.875,14.5,-0.5,-3.44827586206897,2012-07-14 16:03:00,3.08,"Wet Season","1-100 (cfs)"
"49","G381",2012-07-14,0,15,"Jul",14,19.05,2012,19,3,6,0.75,0.9375,14.5,0.5,3.44827586206897,2012-07-14 19:03:00,4.2,"Wet Season","1-100 (cfs)"
"50","G381",2012-07-14,1,13,"Jul",14,22.05,2012,22,3,2,0.25,0.8125,14.5,-1.5,-10.3448275862069,2012-07-14 22:03:00,4.17,"Wet Season","1-100 (cfs)"
"51","G381",2012-07-15,2,14,"Jul",15,1.05,2012,1,3,1,0.25,0.823529411764706,15.25,-1.25,-8.19672131147541,2012-07-15 01:03:00,257.96,"Wet Season","250-500 (cfs)"
"52","G381",2012-07-15,2,14,"Jul",15,4.05,2012,4,3,2,0.25,0.823529411764706,15.25,-1.25,-8.19672131147541,2012-07-15 04:03:00,192.56,"Wet Season","100-250 (cfs)"
"53","G381",2012-07-15,0,15,"Jul",15,7.05,2012,7,3,3,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,2012-07-15 07:03:00,1.26,"Wet Season","1-100 (cfs)"
"54","G381",2012-07-15,0,15,"Jul",15,10.05,2012,10,3,4,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,2012-07-15 10:03:00,1.53,"Wet Season","1-100 (cfs)"
"55","G381",2012-07-15,0,17,"Jul",15,13.05,2012,13,3,7,1,1,15.25,1.75,11.4754098360656,2012-07-15 13:03:00,1.58,"Wet Season","1-100 (cfs)"
"56","G381",2012-07-15,0,17,"Jul",15,16.05,2012,16,3,8,1,1,15.25,1.75,11.4754098360656,2012-07-15 16:03:00,1.74,"Wet Season","1-100 (cfs)"
"57","G381",2012-07-15,0,15,"Jul",15,19.05,2012,19,3,5,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,2012-07-15 19:03:00,1.67,"Wet Season","1-100 (cfs)"
"58","G381",2012-07-15,1,15,"Jul",15,22.05,2012,22,3,6,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,2012-07-15 22:03:00,1.68,"Wet Season","1-100 (cfs)"
"59","G381",2012-07-17,2,14,"Jul",17,1.05,2012,1,3,2,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-17 01:03:00,269.26,"Wet Season","250-500 (cfs)"
"60","G381",2012-07-17,2,18,"Jul",17,4.05,2012,4,3,7,1,1,15.125,2.875,19.0082644628099,2012-07-17 04:03:00,196.34,"Wet Season","100-250 (cfs)"
"61","G381",2012-07-17,2,18,"Jul",17,7.05,2012,7,3,8,1,1,15.125,2.875,19.0082644628099,2012-07-17 07:03:00,292.9,"Wet Season","250-500 (cfs)"
"62","G381",2012-07-17,3,13,"Jul",17,10.05,2012,10,3,1,0.125,0.722222222222222,15.125,-2.125,-14.0495867768595,2012-07-17 10:03:00,367.85,"Wet Season","250-500 (cfs)"
"63","G381",2012-07-17,3,13,"Jul",17,10.05,2012,10,3,1,0.125,0.722222222222222,15.125,-2.125,-14.0495867768595,2012-07-17 10:03:23,359.65,"Wet Season","250-500 (cfs)"
"64","G381",2012-07-17,0,15,"Jul",17,13.05,2012,13,3,5,0.75,0.833333333333333,15.125,-0.125,-0.826446280991736,2012-07-17 13:03:00,585.26,"Wet Season","500-1000 (cfs)"
"65","G381",2012-07-17,0,15,"Jul",17,13.05,2012,13,3,5,0.75,0.833333333333333,15.125,-0.125,-0.826446280991736,2012-07-17 13:03:10,610.63,"Wet Season","500-1000 (cfs)"
"66","G381",2012-07-17,3,14,"Jul",17,16.05,2012,16,3,3,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-17 16:03:00,579.1,"Wet Season","500-1000 (cfs)"
"67","G381",2012-07-17,0,15,"Jul",17,19.05,2012,19,3,6,0.75,0.833333333333333,15.125,-0.125,-0.826446280991736,2012-07-17 19:03:00,493.23,"Wet Season","250-500 (cfs)"
"68","G381",2012-07-17,1,14,"Jul",17,22.05,2012,22,3,4,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,2012-07-17 22:03:00,528.63,"Wet Season","500-1000 (cfs)"
"69","G381",2012-07-18,2,13,"Jul",18,1.05,2012,1,3,5,0.75,0.8125,12.125,0.875,7.21649484536082,2012-07-18 01:03:00,520.94,"Wet Season","500-1000 (cfs)"
"70","G381",2012-07-18,0,7,"Jul",18,4.05,2012,4,3,1,0.125,0.4375,12.125,-5.125,-42.2680412371134,2012-07-18 04:03:00,525.55,"Wet Season","500-1000 (cfs)"
"71","G381",2012-07-18,-2,11,"Jul",18,7.05,2012,7,3,2,0.375,0.6875,12.125,-1.125,-9.27835051546392,2012-07-18 07:03:00,672.46,"Wet Season","500-1000 (cfs)"
"72","G381",2012-07-18,1,14,"Jul",18,10.05,2012,10,3,7,0.875,0.875,12.125,1.875,15.4639175257732,2012-07-18 10:03:00,946.57,"Wet Season","500-1000 (cfs)"
"73","G381",2012-07-18,0,16,"Jul",18,13.05,2012,13,3,8,1,1,12.125,3.875,31.9587628865979,2012-07-18 13:03:00,860.55,"Wet Season","500-1000 (cfs)"
"74","G381",2012-07-18,0,13,"Jul",18,16.05,2012,16,3,6,0.75,0.8125,12.125,0.875,7.21649484536082,2012-07-18 16:03:00,747.56,"Wet Season","500-1000 (cfs)"
"75","G381",2012-07-18,1,11,"Jul",18,19.05,2012,19,3,3,0.375,0.6875,12.125,-1.125,-9.27835051546392,2012-07-18 19:03:00,669.06,"Wet Season","500-1000 (cfs)"
"76","G381",2012-07-18,1,12,"Jul",18,22.05,2012,22,3,4,0.5,0.75,12.125,-0.125,-1.03092783505155,2012-07-18 22:03:00,663.66,"Wet Season","500-1000 (cfs)"
"77","G381",2012-07-19,0,11,"Jul",19,1.05,2012,1,3,3,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,2012-07-19 01:03:00,561.13,"Wet Season","500-1000 (cfs)"
"78","G381",2012-07-19,0,10,"Jul",19,4.05,2012,4,3,1,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,2012-07-19 04:03:00,661.46,"Wet Season","500-1000 (cfs)"
"79","G381",2012-07-19,0,10,"Jul",19,4.05,2012,4,3,1,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,2012-07-19 04:02:37,359.65,"Wet Season","250-500 (cfs)"
"80","G381",2012-07-19,0,10,"Jul",19,4.05,2012,4,3,1,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,2012-07-19 04:02:38,359.65,"Wet Season","250-500 (cfs)"
"81","G381",2012-07-19,0,10,"Jul",19,4.05,2012,4,3,1,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,2012-07-19 04:02:39,359.65,"Wet Season","250-500 (cfs)"
"82","G381",2012-07-19,0,11,"Jul",19,7.05,2012,7,3,4,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,2012-07-19 07:03:00,719.77,"Wet Season","500-1000 (cfs)"
"83","G381",2012-07-19,0,12,"Jul",19,10.05,2012,10,3,6,1,1,11.125,0.875,7.86516853932584,2012-07-19 10:03:00,745.81,"Wet Season","500-1000 (cfs)"
"84","G381",2012-07-19,0,12,"Jul",19,13.05,2012,13,3,7,1,1,11.125,0.875,7.86516853932584,2012-07-19 13:03:00,632.13,"Wet Season","500-1000 (cfs)"
"85","G381",2012-07-19,1,10,"Jul",19,16.05,2012,16,3,2,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,2012-07-19 16:03:00,579.43,"Wet Season","500-1000 (cfs)"
"86","G381",2012-07-19,0,11,"Jul",19,19.05,2012,19,3,5,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,2012-07-19 19:03:00,542.02,"Wet Season","500-1000 (cfs)"
"87","G381",2012-07-19,0,12,"Jul",19,22.05,2012,22,3,8,1,1,11.125,0.875,7.86516853932584,2012-07-19 22:03:00,526.36,"Wet Season","500-1000 (cfs)"
"88","G381",2012-07-20,0,10,"Jul",20,1.05,2012,1,3,1,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 01:03:00,517.77,"Wet Season","500-1000 (cfs)"
"89","G381",2012-07-20,2,11,"Jul",20,4.05,2012,4,3,4,1,1,10.625,0.375,3.52941176470588,2012-07-20 04:03:00,551.82,"Wet Season","500-1000 (cfs)"
"90","G381",2012-07-20,0,10,"Jul",20,7.05,2012,7,3,2,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 07:03:00,556.57,"Wet Season","500-1000 (cfs)"
"91","G381",2012-07-20,1,11,"Jul",20,10.05,2012,10,3,5,1,1,10.625,0.375,3.52941176470588,2012-07-20 10:03:00,590.26,"Wet Season","500-1000 (cfs)"
"92","G381",2012-07-20,0,11,"Jul",20,13.05,2012,13,3,6,1,1,10.625,0.375,3.52941176470588,2012-07-20 13:03:00,543.71,"Wet Season","500-1000 (cfs)"
"93","G381",2012-07-20,0,11,"Jul",20,16.05,2012,16,3,7,1,1,10.625,0.375,3.52941176470588,2012-07-20 16:03:00,479.2,"Wet Season","250-500 (cfs)"
"94","G381",2012-07-20,0,10,"Jul",20,19.05,2012,19,3,3,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 19:03:00,439.47,"Wet Season","250-500 (cfs)"
"95","G381",2012-07-20,0,10,"Jul",20,19.05,2012,19,3,3,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 19:02:37,359.65,"Wet Season","250-500 (cfs)"
"96","G381",2012-07-20,0,10,"Jul",20,19.05,2012,19,3,3,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 19:02:39,359.65,"Wet Season","250-500 (cfs)"
"97","G381",2012-07-20,0,10,"Jul",20,19.05,2012,19,3,3,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,2012-07-20 19:02:43,359.65,"Wet Season","250-500 (cfs)"
"98","G381",2012-07-20,0,11,"Jul",20,22.05,2012,22,3,8,1,1,10.625,0.375,3.52941176470588,2012-07-20 22:03:00,463.73,"Wet Season","250-500 (cfs)"
"99","G381",2012-07-21,0,10,"Jul",21,1.05,2012,1,3,1,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 01:03:00,448.72,"Wet Season","250-500 (cfs)"
"100","G381",2012-07-21,0,10,"Jul",21,1.05,2012,1,3,1,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 01:02:31,359.65,"Wet Season","250-500 (cfs)"
"101","G381",2012-07-21,0,10,"Jul",21,1.05,2012,1,3,1,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 01:02:33,359.65,"Wet Season","250-500 (cfs)"
"102","G381",2012-07-21,0,10,"Jul",21,4.05,2012,4,3,2,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 04:03:00,517.27,"Wet Season","500-1000 (cfs)"
"103","G381",2012-07-21,2,10,"Jul",21,7.05,2012,7,3,3,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 07:03:00,557.03,"Wet Season","500-1000 (cfs)"
"104","G381",2012-07-21,0,11,"Jul",21,10.05,2012,10,3,8,1,1,10.125,0.875,8.64197530864197,2012-07-21 10:03:00,580.07,"Wet Season","500-1000 (cfs)"
"105","G381",2012-07-21,0,10,"Jul",21,13.05,2012,13,3,4,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 13:03:00,508.17,"Wet Season","500-1000 (cfs)"
"106","G381",2012-07-21,3,10,"Jul",21,16.05,2012,16,3,5,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 16:03:00,409.35,"Wet Season","250-500 (cfs)"
"107","G381",2012-07-21,0,10,"Jul",21,19.05,2012,19,3,6,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 19:03:00,231.26,"Wet Season","100-250 (cfs)"
"108","G381",2012-07-21,2,10,"Jul",21,22.05,2012,22,3,7,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,2012-07-21 22:03:00,386.79,"Wet Season","250-500 (cfs)"
"109","G381",2012-07-22,0,9,"Jul",22,1.05,2012,1,3,1,0.25,0.692307692307692,10.75,-1.75,-16.2790697674419,2012-07-22 01:03:00,376.24,"Wet Season","250-500 (cfs)"
"110","G381",2012-07-22,1,9,"Jul",22,4.05,2012,4,3,2,0.25,0.692307692307692,10.75,-1.75,-16.2790697674419,2012-07-22 04:03:00,498.52,"Wet Season","250-500 (cfs)"
"111","G381",2012-07-22,1,13,"Jul",22,7.05,2012,7,3,7,1,1,10.75,2.25,20.9302325581395,2012-07-22 07:03:00,537.27,"Wet Season","500-1000 (cfs)"
"112","G381",2012-07-22,0,12,"Jul",22,10.05,2012,10,3,6,0.75,0.923076923076923,10.75,1.25,11.6279069767442,2012-07-22 10:03:00,543.37,"Wet Season","500-1000 (cfs)"
"113","G381",2012-07-22,2,10,"Jul",22,13.05,2012,13,3,3,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 13:03:00,301.4,"Wet Season","250-500 (cfs)"
"114","G381",2012-07-22,2,10,"Jul",22,13.05,2012,13,3,3,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 13:02:58,359.65,"Wet Season","250-500 (cfs)"
"115","G381",2012-07-22,2,10,"Jul",22,13.05,2012,13,3,3,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 13:03:11,359.65,"Wet Season","250-500 (cfs)"
"116","G381",2012-07-22,2,13,"Jul",22,16.05,2012,16,3,8,1,1,10.75,2.25,20.9302325581395,2012-07-22 16:03:00,458.09,"Wet Season","250-500 (cfs)"
"117","G381",2012-07-22,0,10,"Jul",22,19.05,2012,19,3,4,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 19:03:00,177.96,"Wet Season","100-250 (cfs)"
"118","G381",2012-07-22,0,10,"Jul",22,19.05,2012,19,3,4,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 19:03:02,179.62,"Wet Season","100-250 (cfs)"
"119","G381",2012-07-22,2,10,"Jul",22,22.05,2012,22,3,5,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,2012-07-22 22:03:00,436.66,"Wet Season","250-500 (cfs)"
"120","G381",2012-07-23,0,11,"Jul",23,1.05,2012,1,3,4,0.75,0.916666666666667,10.625,0.375,3.52941176470588,2012-07-23 01:03:00,224.18,"Wet Season","100-250 (cfs)"
"121","G381",2012-07-23,2,9,"Jul",23,4.05,2012,4,3,1,0.25,0.75,10.625,-1.625,-15.2941176470588,2012-07-23 04:03:00,423.24,"Wet Season","250-500 (cfs)"
"122","G381",2012-07-23,2,9,"Jul",23,4.05,2012,4,3,1,0.25,0.75,10.625,-1.625,-15.2941176470588,2012-07-23 04:03:10,359.65,"Wet Season","250-500 (cfs)"
"123","G381",2012-07-23,5,11,"Jul",23,7.05,2012,7,3,5,0.75,0.916666666666667,10.625,0.375,3.52941176470588,2012-07-23 07:03:00,481.81,"Wet Season","250-500 (cfs)"
"124","G381",2012-07-23,0,12,"Jul",23,10.05,2012,10,3,7,1,1,10.625,1.375,12.9411764705882,2012-07-23 10:03:00,473.81,"Wet Season","250-500 (cfs)"
"125","G381",2012-07-23,0,10,"Jul",23,13.05,2012,13,3,3,0.375,0.833333333333333,10.625,-0.625,-5.88235294117647,2012-07-23 13:03:00,423.15,"Wet Season","250-500 (cfs)"
"126","G381",2012-07-23,1,9,"Jul",23,16.05,2012,16,3,2,0.25,0.75,10.625,-1.625,-15.2941176470588,2012-07-23 16:03:00,521.33,"Wet Season","500-1000 (cfs)"
"127","G381",2012-07-23,2,12,"Jul",23,19.05,2012,19,3,8,1,1,10.625,1.375,12.9411764705882,2012-07-23 19:03:00,364.71,"Wet Season","250-500 (cfs)"
"128","G381",2012-07-23,0,11,"Jul",23,22.05,2012,22,3,6,0.75,0.916666666666667,10.625,0.375,3.52941176470588,2012-07-23 22:03:00,331.61,"Wet Season","250-500 (cfs)"
"129","G381",2012-07-24,-1,7,"Jul",24,1.05,2012,1,3,1,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 01:03:00,323.54,"Wet Season","250-500 (cfs)"
"130","G381",2012-07-24,-1,7,"Jul",24,1.05,2012,1,3,1,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 01:02:40,294.9,"Wet Season","250-500 (cfs)"
"131","G381",2012-07-24,-1,7,"Jul",24,1.05,2012,1,3,1,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 01:02:41,272.36,"Wet Season","250-500 (cfs)"
"132","G381",2012-07-24,-1,7,"Jul",24,1.05,2012,1,3,1,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 01:02:51,264.17,"Wet Season","250-500 (cfs)"
"133","G381",2012-07-24,0,7,"Jul",24,4.05,2012,4,3,2,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 04:03:00,369.72,"Wet Season","250-500 (cfs)"
"134","G381",2012-07-24,0,10,"Jul",24,7.05,2012,7,3,5,0.75,0.909090909090909,9,1,11.1111111111111,2012-07-24 07:03:00,542.72,"Wet Season","500-1000 (cfs)"
"135","G381",2012-07-24,-2,7,"Jul",24,10.05,2012,10,3,3,0.375,0.636363636363636,9,-2,-22.2222222222222,2012-07-24 10:03:00,551.57,"Wet Season","500-1000 (cfs)"
"136","G381",2012-07-24,0,9,"Jul",24,13.05,2012,13,3,4,0.5,0.818181818181818,9,0,0,2012-07-24 13:03:00,483.4,"Wet Season","250-500 (cfs)"
"137","G381",2012-07-24,4,10,"Jul",24,16.05,2012,16,3,6,0.75,0.909090909090909,9,1,11.1111111111111,2012-07-24 16:03:00,322.01,"Wet Season","250-500 (cfs)"
"138","G381",2012-07-24,0,11,"Jul",24,19.05,2012,19,3,7,1,1,9,2,22.2222222222222,2012-07-24 19:03:00,333.88,"Wet Season","250-500 (cfs)"
"139","G381",2012-07-24,0,11,"Jul",24,22.05,2012,22,3,8,1,1,9,2,22.2222222222222,2012-07-24 22:03:00,324.36,"Wet Season","250-500 (cfs)"
