"Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","RANK","PERCENT_RANK","Scaled_Value","24_hour_mean","Diff_24_hour_mean","Percent difference from daily mean","Flow","HLR","Season","Flow Category"
"G381",2012-07-13,2,14,"Jul",13,7.05,2012,7,3,2,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,330.711904761905,0.158462819723002,"Wet Season","250-500 (cfs)"
"G381",2012-07-13,0,14,"Jul",13,10.05,2012,10,3,3,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,12.56,0.00601820795400096,"Wet Season","1-100 (cfs)"
"G381",2012-07-13,0,16,"Jul",13,13.05,2012,13,3,6,0.75,0.888888888888889,15.125,0.875,5.78512396694215,14.9527272727273,0.0071646992202814,"Wet Season","1-100 (cfs)"
"G381",2012-07-13,1,18,"Jul",13,16.05,2012,16,3,8,1,1,15.125,2.875,19.0082644628099,14.5021428571429,0.00694879868574167,"Wet Season","1-100 (cfs)"
"G381",2012-07-13,0,15,"Jul",13,19.05,2012,19,3,5,0.625,0.833333333333333,15.125,-0.125,-0.826446280991736,13.868,0.00664494489698131,"Wet Season","1-100 (cfs)"
"G381",2012-07-13,0,14,"Jul",13,22.05,2012,22,3,4,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,13.45,0.00644465740297077,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,0,14,"Jul",14,1.05,2012,1,3,3,0.5,0.875,14.5,-0.5,-3.44827586206897,13.124,0.00628845232390992,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,1,13,"Jul",14,4.05,2012,4,3,1,0.25,0.8125,14.5,-1.5,-10.3448275862069,376.088333333333,0.180205238779748,"Wet Season","250-500 (cfs)"
"G381",2012-07-14,0,15,"Jul",14,7.05,2012,7,3,5,0.75,0.9375,14.5,0.5,3.44827586206897,130.341976744186,0.0624542293934768,"Wet Season","100-250 (cfs)"
"G381",2012-07-14,0,16,"Jul",14,10.05,2012,10,3,7,1,1,14.5,1.5,10.3448275862069,4.9405,0.0023672735984667,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,0,16,"Jul",14,13.05,2012,13,3,8,1,1,14.5,1.5,10.3448275862069,4.4335,0.00212434115955918,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,1,14,"Jul",14,16.05,2012,16,3,4,0.5,0.875,14.5,-0.5,-3.44827586206897,2.29,0.00109726880689986,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,0,15,"Jul",14,19.05,2012,19,3,6,0.75,0.9375,14.5,0.5,3.44827586206897,2.596,0.00124389075227599,"Wet Season","1-100 (cfs)"
"G381",2012-07-14,1,13,"Jul",14,22.05,2012,22,3,2,0.25,0.8125,14.5,-1.5,-10.3448275862069,2.9075,0.00139314805941543,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,2,14,"Jul",15,1.05,2012,1,3,1,0.25,0.823529411764706,15.25,-1.25,-8.19672131147541,4.07333333333333,0.00195176489378694,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,2,14,"Jul",15,4.05,2012,4,3,2,0.25,0.823529411764706,15.25,-1.25,-8.19672131147541,147.725567010309,0.0707836928655052,"Wet Season","100-250 (cfs)"
"G381",2012-07-15,0,15,"Jul",15,7.05,2012,7,3,3,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,213.237,0.102173933876378,"Wet Season","100-250 (cfs)"
"G381",2012-07-15,0,15,"Jul",15,10.05,2012,10,3,4,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,40.206935483871,0.0192654218897321,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,0,17,"Jul",15,13.05,2012,13,3,7,1,1,15.25,1.75,11.4754098360656,1.50666666666667,0.000721929404248523,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,0,17,"Jul",15,16.05,2012,16,3,8,1,1,15.25,1.75,11.4754098360656,1.48909090909091,0.000713507862525591,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,0,15,"Jul",15,19.05,2012,19,3,5,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,1.61555555555556,0.000774104243198637,"Wet Season","1-100 (cfs)"
"G381",2012-07-15,1,15,"Jul",15,22.05,2012,22,3,6,0.75,0.882352941176471,15.25,-0.25,-1.63934426229508,1.68714285714286,0.000808405777260593,"Wet Season","1-100 (cfs)"
"G381",2012-07-16,-1,13,"Jul",16,1.05,2012,1,3,1,0.25,0.619047619047619,15.625,-2.625,-16.8,1.71571428571429,0.000822095968238757,"Wet Season","1-100 (cfs)"
"G381",2012-07-16,0,15,"Jul",16,4.05,2012,4,3,3,0.75,0.714285714285714,15.625,-0.625,-4,1.66571428571429,0.00079813813402697,"Wet Season","1-100 (cfs)"
"G381",2012-07-16,4,13,"Jul",16,7.05,2012,7,3,2,0.25,0.619047619047619,15.625,-2.625,-16.8,215.435652173913,0.103227432761817,"Wet Season","100-250 (cfs)"
"G381",2012-07-16,0,15,"Jul",16,10.05,2012,10,3,4,0.75,0.714285714285714,15.625,-0.625,-4,295.9,0.141782462865357,"Wet Season","250-500 (cfs)"
"G381",2012-07-16,0,18,"Jul",16,13.05,2012,13,3,7,0.875,0.857142857142857,15.625,2.375,15.2,0,0,"Wet Season","0-1 (cfs)"
"G381",2012-07-16,1,15,"Jul",16,16.05,2012,16,3,5,0.75,0.714285714285714,15.625,-0.625,-4,0,0,"Wet Season","0-1 (cfs)"
"G381",2012-07-16,1,15,"Jul",16,19.05,2012,19,3,6,0.75,0.714285714285714,15.625,-0.625,-4,0,0,"Wet Season","0-1 (cfs)"
"G381",2012-07-16,1,21,"Jul",16,22.05,2012,22,3,8,1,1,15.625,5.375,34.4,0,0,"Wet Season","0-1 (cfs)"
"G381",2012-07-17,2,14,"Jul",17,1.05,2012,1,3,2,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,0,0,"Wet Season","0-1 (cfs)"
"G381",2012-07-17,2,18,"Jul",17,4.05,2012,4,3,7,1,1,15.125,2.875,19.0082644628099,290.481724137931,0.139186259769013,"Wet Season","250-500 (cfs)"
"G381",2012-07-17,2,18,"Jul",17,7.05,2012,7,3,8,1,1,15.125,2.875,19.0082644628099,210.343,0.100787254432199,"Wet Season","100-250 (cfs)"
"G381",2012-07-17,3,13,"Jul",17,10.05,2012,10,3,1,0.125,0.722222222222222,15.125,-2.125,-14.0495867768595,224.547272727273,0.10759332665418,"Wet Season","100-250 (cfs)"
"G381",2012-07-17,0,15,"Jul",17,13.05,2012,13,3,5,0.75,0.833333333333333,15.125,-0.125,-0.826446280991736,346.81625,0.166179324389075,"Wet Season","250-500 (cfs)"
"G381",2012-07-17,3,14,"Jul",17,16.05,2012,16,3,3,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,453.627790697674,0.217358788067884,"Wet Season","250-500 (cfs)"
"G381",2012-07-17,0,15,"Jul",17,19.05,2012,19,3,6,0.75,0.833333333333333,15.125,-0.125,-0.826446280991736,603.356,0.289102060373742,"Wet Season","500-1000 (cfs)"
"G381",2012-07-17,1,14,"Jul",17,22.05,2012,22,3,4,0.5,0.777777777777778,15.125,-1.125,-7.43801652892562,503.904117647059,0.241449026184504,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,2,13,"Jul",18,1.05,2012,1,3,5,0.75,0.8125,12.125,0.875,7.21649484536082,493.165,0.236303306181121,"Wet Season","250-500 (cfs)"
"G381",2012-07-18,0,7,"Jul",18,4.05,2012,4,3,1,0.125,0.4375,12.125,-5.125,-42.2680412371134,522.3125,0.250269525634883,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,-2,11,"Jul",18,7.05,2012,7,3,2,0.375,0.6875,12.125,-1.125,-9.27835051546392,486.379230769231,0.233051859496517,"Wet Season","250-500 (cfs)"
"G381",2012-07-18,1,14,"Jul",18,10.05,2012,10,3,7,0.875,0.875,12.125,1.875,15.4639175257732,617.733684210526,0.295991223867047,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,0,16,"Jul",18,13.05,2012,13,3,8,1,1,12.125,3.875,31.9587628865979,729.756363636364,0.349667639499935,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,0,13,"Jul",18,16.05,2012,16,3,6,0.75,0.8125,12.125,0.875,7.21649484536082,902.487272727273,0.432432809164961,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,1,11,"Jul",18,19.05,2012,19,3,3,0.375,0.6875,12.125,-1.125,-9.27835051546392,758.904,0.363633924293244,"Wet Season","500-1000 (cfs)"
"G381",2012-07-18,1,12,"Jul",18,22.05,2012,22,3,4,0.5,0.75,12.125,-0.125,-1.03092783505155,695.567142857143,0.333285645834759,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,11,"Jul",19,1.05,2012,1,3,3,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,664.57125,0.318433756588404,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,10,"Jul",19,4.05,2012,4,3,1,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,583.416,0.279547676090081,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,11,"Jul",19,7.05,2012,7,3,4,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,597.641111111111,0.286363733162967,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,12,"Jul",19,10.05,2012,10,3,6,1,1,11.125,0.875,7.86516853932584,707.478461538461,0.338993033798975,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,12,"Jul",19,13.05,2012,13,3,7,1,1,11.125,0.875,7.86516853932584,754.115,0.361339242932439,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,1,10,"Jul",19,16.05,2012,16,3,2,0.25,0.833333333333333,11.125,-1.125,-10.1123595505618,681.562222222222,0.326575094500346,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,11,"Jul",19,19.05,2012,19,3,5,0.625,0.916666666666667,11.125,-0.125,-1.12359550561798,600.48125,0.287724604695736,"Wet Season","500-1000 (cfs)"
"G381",2012-07-19,0,12,"Jul",19,22.05,2012,22,3,8,1,1,11.125,0.875,7.86516853932584,538.41625,0.257985745088644,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,0,10,"Jul",20,1.05,2012,1,3,1,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,535.198888888889,0.256444125006655,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,2,11,"Jul",20,4.05,2012,4,3,4,1,1,10.625,0.375,3.52941176470588,516.997777777778,0.247722940957249,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,0,10,"Jul",20,7.05,2012,7,3,2,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,516.426666666667,0.247449289250918,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,1,11,"Jul",20,10.05,2012,10,3,5,1,1,10.625,0.375,3.52941176470588,544.922,0.261103018687111,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,0,11,"Jul",20,13.05,2012,13,3,6,1,1,10.625,0.375,3.52941176470588,583.843076923077,0.279752312852457,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,0,11,"Jul",20,16.05,2012,16,3,7,1,1,10.625,0.375,3.52941176470588,571.772857142857,0.27396878636457,"Wet Season","500-1000 (cfs)"
"G381",2012-07-20,0,10,"Jul",20,19.05,2012,19,3,3,0.375,0.909090909090909,10.625,-0.625,-5.88235294117647,483.19,0.23152371825587,"Wet Season","250-500 (cfs)"
"G381",2012-07-20,0,11,"Jul",20,22.05,2012,22,3,8,1,1,10.625,0.375,3.52941176470588,439.53,0.210603737422137,"Wet Season","250-500 (cfs)"
"G381",2012-07-21,0,10,"Jul",21,1.05,2012,1,3,1,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,457.058571428571,0.219002669587241,"Wet Season","250-500 (cfs)"
"G381",2012-07-21,0,10,"Jul",21,4.05,2012,4,3,2,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,492.726,0.236092956396742,"Wet Season","250-500 (cfs)"
"G381",2012-07-21,2,10,"Jul",21,7.05,2012,7,3,3,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,473.875384615385,0.227060558033246,"Wet Season","250-500 (cfs)"
"G381",2012-07-21,0,11,"Jul",21,10.05,2012,10,3,8,1,1,10.125,0.875,8.64197530864197,541.119230769231,0.259280896391582,"Wet Season","500-1000 (cfs)"
"G381",2012-07-21,0,10,"Jul",21,13.05,2012,13,3,4,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,576.397692307692,0.276184807047289,"Wet Season","500-1000 (cfs)"
"G381",2012-07-21,3,10,"Jul",21,16.05,2012,16,3,5,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,552.527272727273,0.264747135949819,"Wet Season","500-1000 (cfs)"
"G381",2012-07-21,0,10,"Jul",21,19.05,2012,19,3,6,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,435.094285714286,0.208478335272777,"Wet Season","250-500 (cfs)"
"G381",2012-07-21,2,10,"Jul",21,22.05,2012,22,3,7,0.875,0.909090909090909,10.125,-0.125,-1.23456790123457,308.033378378378,0.147596252217718,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,0,9,"Jul",22,1.05,2012,1,3,1,0.25,0.692307692307692,10.75,-1.75,-16.2790697674419,382.821818181818,0.183431633053099,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,1,9,"Jul",22,4.05,2012,4,3,2,0.25,0.692307692307692,10.75,-1.75,-16.2790697674419,381.232857142857,0.182670271750291,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,1,13,"Jul",22,7.05,2012,7,3,7,1,1,10.75,2.25,20.9302325581395,449.7625,0.215506708193579,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,0,12,"Jul",22,10.05,2012,10,3,6,0.75,0.923076923076923,10.75,1.25,11.6279069767442,525.187692307692,0.251647193247577,"Wet Season","500-1000 (cfs)"
"G381",2012-07-22,2,10,"Jul",22,13.05,2012,13,3,3,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,488.521764705882,0.234078468953465,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,2,13,"Jul",22,16.05,2012,16,3,8,1,1,10.75,2.25,20.9302325581395,391.675142857143,0.18767376274899,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,0,10,"Jul",22,19.05,2012,19,3,4,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,421.688571428571,0.202054897665822,"Wet Season","250-500 (cfs)"
"G381",2012-07-22,2,10,"Jul",22,22.05,2012,22,3,5,0.625,0.769230769230769,10.75,-0.75,-6.97674418604651,376.634285714286,0.180466835512355,"Wet Season","250-500 (cfs)"
"G381",2012-07-23,0,11,"Jul",23,1.05,2012,1,3,4,0.75,0.916666666666667,10.625,0.375,3.52941176470588,234.499230769231,0.112361873871217,"Wet Season","100-250 (cfs)"
"G381",2012-07-23,2,9,"Jul",23,4.05,2012,4,3,1,0.25,0.75,10.625,-1.625,-15.2941176470588,339.358571428571,0.162605927852694,"Wet Season","250-500 (cfs)"
"G381",2012-07-23,5,11,"Jul",23,7.05,2012,7,3,5,0.75,0.916666666666667,10.625,0.375,3.52941176470588,236.875714285714,0.113500581833117,"Wet Season","100-250 (cfs)"
"G381",2012-07-23,0,12,"Jul",23,10.05,2012,10,3,7,1,1,10.625,1.375,12.9411764705882,457.1048,0.219024820316243,"Wet Season","250-500 (cfs)"
"G381",2012-07-23,0,10,"Jul",23,13.05,2012,13,3,3,0.375,0.833333333333333,10.625,-0.625,-5.88235294117647,503.036842105263,0.241033465311578,"Wet Season","500-1000 (cfs)"
"G381",2012-07-23,1,9,"Jul",23,16.05,2012,16,3,2,0.25,0.75,10.625,-1.625,-15.2941176470588,403.245,0.193217537134643,"Wet Season","250-500 (cfs)"
"G381",2012-07-23,2,12,"Jul",23,19.05,2012,19,3,8,1,1,10.625,1.375,12.9411764705882,529.369166666667,0.25365077463664,"Wet Season","500-1000 (cfs)"
"G381",2012-07-23,0,11,"Jul",23,22.05,2012,22,3,6,0.75,0.916666666666667,10.625,0.375,3.52941176470588,353.2425,0.169258505031145,"Wet Season","250-500 (cfs)"
"G381",2012-07-24,-1,7,"Jul",24,1.05,2012,1,3,1,0.375,0.636363636363636,9,-2,-22.2222222222222,347.729166666667,0.166616754512059,"Wet Season","250-500 (cfs)"
"G381",2012-07-24,0,7,"Jul",24,4.05,2012,4,3,2,0.375,0.636363636363636,9,-2,-22.2222222222222,333.93,0.160004791566842,"Wet Season","250-500 (cfs)"
